11115,tares,6.601031188870544
6096,lares,6.555952548363332
8872,rales,6.512837788121734
7975,pares,6.494904951909871
1758,cares,6.49027625891777
8926,rates,6.479399263225015
11249,teras,6.47269080189166
7350,nares,6.468244006700386
11525,tores,6.459224656859012
11068,tales,6.459182200772097
6714,mares,6.458227273127655
831,bares,6.44765187692842
2616,dares,6.443557477616954
6454,lores,6.408790064329934
6083,lanes,6.405596859106414
4224,gares,6.404363358594874
11183,tears,6.394971573412607
537,arles,6.39111338028753
9273,roles,6.366599386268659
8971,reals,6.358388362010506
653,aures,6.357812940663858
2591,dales,6.355434227968631
4879,hares,6.354890300550319
11448,toeas,6.351922128821918
7923,pales,6.349861851376192
6176,lears,6.344562851935524
11421,tires,6.340936420350939
9328,rotes,6.340806632547958
6043,laers,6.339511696175283
3261,earls,6.336421356289288
8456,pores,6.335254500615209
9283,rones,6.334392763816606
8967,reais,6.333616808830031
2283,cores,6.331523617775269
8975,reans,6.33124424824991
3617,fares,6.330881200998327
140,aeros,6.328722075116303
1407,braes,6.325830301526967
11181,teals,6.321588334496406
11474,toles,6.317479336283238
6658,males,6.3151402885480445
8059,pears,6.312880958051188
8903,rapes,6.310428351030114
7944,panes,6.309004010476777
11035,taels,6.308422617190981
3263,earns,6.307866847729212
788,bales,6.306691525799217
8825,races,6.304255028112026
6181,leats,6.303111404395622
7116,mores,6.298376676130082
11522,toras,6.295656109356026
1721,canes,6.292849969435194
12330,wares,6.288872185801875
2998,dores,6.287496619391665
2632,dates,6.283699944263494
516,arets,6.281491095488923
1335,bores,6.280139940197431
10364,soare,6.279419804904896
8014,pates,6.276494328964315
2666,dears,6.274682387736481
6684,manes,6.273562038985006
7361,nates,6.270351863621766
11491,tones,6.269089882695332
916,bears,6.268887734969507
1792,cates,6.26851762610251
7380,nears,6.26487771390699
810,banes,6.263614307443734
4183,gales,6.262975439783539
8842,rages,6.261804656877603
6169,leans,6.260108578314019
8095,pelas,6.259760230933046
11081,tames,6.255537578845091
6041,lades,6.251950656287167
11121,taros,6.251195979815655
9197,riles,6.249223580456783
11635,tries,6.248064216056658
4557,gores,6.244980033793208
6751,mates,6.244837451337872
6073,lames,6.241933957640699
9504,salet,6.240289258060913
6466,lotes,6.2383418349758095
874,bates,6.236781314863667
2043,claes,6.2357084342960825
6825,melas,6.2283177599735495
8055,peals,6.224596994446194
11025,taces,6.220154218847985
2661,deals,6.219435146310817
4278,gears,6.219142554035182
11105,tapes,6.218088445596085
4834,hales,6.2171820506048645
9227,rites,6.216961180827872
9540,saner,6.215669236362951
317,aloes,6.213737689577789
8965,reads,6.213496464188963
8868,rakes,6.212801736527265
3425,eorls,6.210585273648609
6033,laces,6.210096382724875
9208,rines,6.209935943820791
645,aunes,6.20630501017052
12051,vares,6.205452387992277
2023,cires,6.205362927680227
7378,neals,6.204441072287374
214,aides,6.20280640074122
8976,reaps,6.20277444763528
6796,meals,6.2001236335622725
2951,doles,6.199550949837214
8062,peats,6.198335757556745
11393,tiles,6.196210003038331
7524,noles,6.193752387484516
9557,sared,6.192691729086495
1139,blaes,6.192494304672226
478,apres,6.19217725436809
8973,reams,6.192024977315539
138,aeons,6.190743503597283
7382,neats,6.190542619732399
5674,kales,6.190026665820249
8398,poles,6.188751962270566
2192,coles,6.187920140717048
908,beals,6.187179332530651
9336,roues,6.186894662087659
4239,gates,6.186630319542694
11472,tolas,6.182829069950296
5663,kaies,6.1823412915601095
756,baels,6.180915861666224
4939,hears,6.18035628260773
9325,rotas,6.179922470125482
5948,kores,6.178008957827712
6805,meats,6.174722415595221
6976,mires,6.174515493232899
3259,eards,6.172814801074536
1848,ceros,6.171601503812696
8056,peans,6.171171475840376
9486,saine,6.168341180868734
2663,deans,6.166996821080608
11015,tabes,6.166646749070431
8861,raits,6.165152155289421
3982,fores,6.163081124927489
87,acres,6.162565948667662
919,beats,6.161096220902027
3661,fears,6.160621397741375
9243,roans,6.157838115888262
7794,orles,6.156252790742404
7057,moles,6.155193482048243
9305,ropes,6.154697970612523
1775,carse,6.153539332379236
4900,hates,6.151378836726924
12300,wales,6.150980818976191
230,airts,6.149468287468855
6099,laris,6.149009643470684
5687,kanes,6.148738149397046
10450,sorel,6.148399168418589
2598,dames,6.147856845145341
9092,renos,6.147487755574496
9801,seral,6.147171475953896
11218,telos,6.147110155421647
9257,rodes,6.14651864201531
7993,parse,6.146014732292175
1012,betas,6.144681428413529
9559,sarge,6.143973416457984
8419,pones,6.142453619386135
4275,geals,6.1422304669114585
3600,fanes,6.1422101647243785
436,antes,6.142117075649672
10184,slate,6.141859113591925
8968,reaks,6.141837230698075
6799,means,6.141569332019886
8932,ratos,6.1411833909027305
11364,tiars,6.141155691653733
6553,lures,6.140785266012674
8324,pleas,6.1401134368984005
6162,leads,6.139626818686886
1274,boles,6.138280434114931
11410,tines,6.136177648608988
3021,dotes,6.134732175625242
11178,teads,6.134324434900661
6212,leirs,6.13420884973216
1664,cades,6.133381933964196
2229,cones,6.132988666474883
912,beans,6.1319173737884975
7328,names,6.131103867140134
8859,raise,6.130574827382813
4300,genas,6.130144773856665
9590,saute,6.129455898822985
2773,deros,6.129443215525937
11377,tiers,6.1285803385725215
8854,rails,6.128268200592458
7564,notes,6.128244889030624
8555,pries,6.1282287795915895
312,almes,6.1277592329347135
12375,wears,6.12563816245068
10458,sorta,6.1252507044759925
6325,lines,6.123889789127058
8479,potes,6.120784631926887
11131,taser,6.120560071038094
11244,tepas,6.12029901736524
2931,doers,6.1176246737800986
6730,marse,6.116625162301131
2309,cotes,6.116228899570987
7032,moers,6.116136754632429
6359,lites,6.1154723089892205
8134,peris,6.115408703640253
11055,takes,6.115173200557124
12702,yales,6.114361143286097
6056,lairs,6.114261089687888
2409,cries,6.11341535925313
3630,fates,6.113012315991667
6062,lakes,6.112491989396182
4279,geats,6.112103840557897
10404,soler,6.111930659087941
718,ayres,6.110943598755015
1708,cames,6.108324320187721
12314,wanes,6.108224897523374
6348,liras,6.107750987120552
2570,daces,6.10582841843762
4933,heals,6.104386187375521
6168,leams,6.103807645103018
6172,leaps,6.102851164128878
9401,rules,6.102807850537837
4512,goles,6.101532695281183
7112,moras,6.101192513201558
7341,napes,6.100679490711903
12823,yores,6.100465287876513
8941,raves,6.099991798687613
11531,torse,6.09927334539801
6465,lotas,6.0989454051325245
11045,tails,6.098664336043542
6107,laser,6.0986364123891965
9182,riels,6.098545970014419
6398,lodes,6.097962932760963
11182,teams,6.097631474529191
11482,tomes,6.097220184607289
10786,strae,6.09303903683743
