aahed,2.417250145822763
aalii,2.187981143831662
aargh,2.312115902567055
aarti,2.5137362536466616
abaca,1.3650270333250674
abaci,2.2779907444636964
aback,2.027407100838967
abacs,2.5272180088886005
abaft,2.1544240522252616
abaka,1.4108049649586187
abamp,1.9177464293523947
aband,2.339770990399465
abase,3.0126069432996734
abash,2.483217439768879
abask,2.468482240669972
abate,2.791258213923227
abaya,1.2980966499416546
abbas,1.3638382350168592
abbed,2.513128611658312
abbes,2.8880436991323997
abbey,2.4605051803448323
abbot,2.2208175084170234
abcee,2.1770866930927273
abeam,2.4743164440841094
abear,2.6173216729857613
abele,2.6553633370072895
abers,5.912030208641962
abets,5.8419317413773
abhor,4.649573102396985
abide,5.181456570482838
abies,5.902523358505735
abled,5.356212997782291
abler,5.456824371612414
ables,5.972134954626904
ablet,5.4746872919905
ablow,4.523820956065054
abmho,4.364515037789317
abode,5.182007138187495
abohm,4.3951110897752494
aboil,4.8464140930803525
aboma,2.5279933317881715
aboon,2.288845730663232
abord,5.028467240168872
abore,5.327995299434656
abort,5.113892242094994
about,4.728964972091895
above,4.759919614524549
abram,2.338334189284681
abray,2.596142884509334
abrim,4.837581796549386
abrin,5.0147831325827035
abris,5.652200709945762
absey,5.475331586552514
absit,5.346179943083051
abuna,2.563147853067541
abune,5.06104809956337
abuse,5.492918959039613
abuts,5.363932904726048
abuzz,2.2867764646537525
abyes,5.5917188668255395
abysm,4.622623922555492
abyss,2.128802303627337
acais,2.8831136784780105
acari,2.4332387695544893
accas,1.3908093947322635
accoy,2.112281603503825
acerb,5.1791483286975115
acers,5.967885883205421
aceta,2.8994655434686467
achar,2.3468437297761167
ached,5.063601150707532
aches,5.661932187923648
achoo,2.4414190142872054
acids,5.469628045447353
acidy,4.831094478963616
acing,4.679092647198382
acini,2.4034435694963268
ackee,2.121695300911097
acker,5.230330796954575
acmes,5.828325609954729
acmic,2.459244355064681
acned,5.408399074141064
acnes,6.003631526785397
acock,2.2842917839540235
acold,5.05237536222187
acorn,5.089397974912223
acred,5.5832916008636255
acres,6.162565948667662
acrid,5.1449903446728875
acros,5.731230925472736
acted,5.400776345006943
actin,4.966324472120338
acton,4.995374476489186
actor,5.135165152236452
acute,5.247945582083983
acyls,5.30022954538375
adage,2.74826485976534
adapt,2.396072794623442
adaws,2.582834599966814
adays,2.698760107272622
adbot,4.862805861234609
addax,0.9811925276196817
added,1.4353486050211657
adder,2.674015272561597
addio,1.9150818979531765
addle,2.630578010890548
adeem,2.429122107030546
adept,5.233426727873725
adhan,2.3836239443064664
adieu,5.048452839029155
adios,5.581545751210739
adits,5.694940955057599
adman,2.399490764965515
admen,5.300655618862513
admin,4.801916579959876
admit,4.924627336182503
admix,4.305522965392685
adobe,5.139176569814354
adobo,2.4015274758378338
adopt,4.965760180516662
adore,5.429070141343298
adorn,5.121957558710861
adown,4.627543401924624
adoze,4.871159578092749
adrad,1.3739024874531733
adred,2.7100600556611414
adsum,4.9124876854184425
aduki,4.477047491395297
adult,4.950492475603397
adunc,4.605674103615537
adust,5.223992250588288
advew,4.668592577084426
adyta,2.3707943205810285
adzed,2.425862397256443
adzes,5.583594127839958
aecia,3.0818478443270383
aedes,3.0662653468116687
aegis,5.964709644597298
aeons,6.190743503597283
aerie,2.7062743113553567
aeros,6.328722075116303
aesir,5.912284524400119
afald,2.3028325131432545
afara,1.38752018043785
afars,2.685226103667601
afear,2.599575634301474
affix,1.79296451447452
afire,5.2393156596757695
aflaj,1.999809447025909
afoot,2.3755494275064435
afore,5.228098049159702
afoul,4.528475974124866
afrit,5.052310391375147
afros,5.574306798244809
after,5.368736807005686
again,2.4089399497614905
agama,1.3587759391066
agami,2.2536370661795857
agape,2.6448729273535188
agars,2.743620594358722
agast,2.5638535386963173
agate,2.816553494903984
agave,2.5291510488578983
agaze,2.53011910434431
agene,2.607463600766052
agent,5.263579117478018
agers,5.901729003670624
agger,2.6073695234958163
aggie,2.1440673125571967
aggri,2.2292605977982056
aggro,2.249547155944732
aggry,2.386924397746702
aghas,2.5494639985345775
agila,2.722149098575731
agile,5.245643032087901
aging,2.4942349284067102
agios,5.459439747885798
agism,5.095542415157153
agist,5.356867168216305
agita,2.719767947492973
aglee,2.3947241686820955
aglet,5.4608484187362265
agley,5.323704927255349
agloo,2.5818950404909238
aglow,4.529235828938304
aglus,5.315668997945064
agmas,2.6079407329101816
agoge,2.4865238367943028
agone,5.198327297803608
agons,5.5469382251377235
agony,4.844057072274265
agood,2.4020254036919972
agora,2.775527085054767
agree,2.59151326877412
agria,2.8054413459740717
agrin,4.999970406626473
agros,5.668458454173068
agued,5.098378739805891
agues,5.741029261094245
aguna,2.5898811160220556
aguti,4.6767361492813455
ahead,2.720913327748107
aheap,2.647817753088154
ahent,5.4010538231099465
ahigh,2.3953124356856783
ahind,4.990574617120993
ahing,4.704678390723293
ahint,5.0884627277574435
ahold,5.075329271869571
ahull,2.6019982480817183
ahuru,2.4493239868510646
aidas,3.01811550458432
aided,2.8978790536862906
aider,5.698731626505515
aides,6.20280640074122
aidoi,2.465776035245353
aidos,5.771438951908819
aiery,5.605705043174938
aigas,2.9187350191731887
aight,4.830765126048759
ailed,5.727959983904546
aimed,5.534520243411889
aimer,5.630466359439869
ainee,2.4021694806801714
ainga,2.8733675093726587
aioli,2.3764204336909858
aired,5.87122534839258
airer,2.861843247152841
airns,6.0619530061316835
airth,5.3617899023752145
airts,6.149468287468855
aisle,6.013344175114978
aitch,4.8957879728516005
aitus,5.737472740711771
aiver,5.365294202703826
aiyee,1.979660937347497
aizle,5.176322911056697
ajies,5.687549188968673
ajiva,2.3633181074547136
ajuga,2.2650045216963823
ajwan,2.076172507299108
akees,2.776062981685301
akela,2.8428635417822026
akene,2.597284723911977
aking,4.56293711541264
akita,2.764721823419158
akkas,1.3848900810884643
alaap,1.3764092681883573
alack,2.282802434004455
alamo,2.434927808922441
aland,2.5467863473761527
alane,2.7800770386918976
alang,2.3876230783019476
alans,2.8438282577283047
alant,2.61526132063301
alapa,1.5325871433386864
alaps,2.769638515593928
alarm,2.4386487921268163
alary,2.572372357314947
alate,2.937319959453774
alays,2.8287551718311477
albas,2.736665288736112
albee,2.466783342965268
album,4.501271499219964
alcid,5.038824746287773
alcos,5.680608959060328
aldea,2.9359948912413776
alder,5.639838353929548
aldol,2.4411518219127903
aleck,5.139212718277682
alecs,5.9665125328434305
alefs,5.82209318868499
aleft,5.300051071365586
aleph,5.200457024808352
alert,5.6904416370682185
alews,5.786689072092097
aleye,2.5487388581197723
alfas,2.6909945098637356
algae,2.669819728494665
algal,1.1603880776412185
algas,2.7813338086234056
algid,4.98526382046432
algin,4.932958115031742
algor,5.102125699381505
algum,4.525857639324759
alias,3.043044164483678
alibi,2.507540247226396
alien,5.598728292960404
alifs,5.536137017308909
align,4.9786212149306355
alike,5.340954696743683
aline,5.520850584272414
alist,5.682996219355961
alive,5.124005473957583
aliya,2.7054420859193766
alkie,5.26066947107161
alkos,5.601172393524156
alkyd,4.617184398445913
alkyl,2.2003563122178567
allay,1.2553968768911514
allee,2.512853026234211
allel,1.4394476044932103
